,Word,Senses,Glosa,PoS,SynsetPoS
2438,orina,1,havia sang en la seva orina,n,cat-30-14855724-n
2439,pipí,1,el nen havia de fer pipí,n,cat-30-14855724-n
2440,religió,2,va ser criat en la religió Baptista,n,cat-30-08081668-n
2441,fe,5,un membre de la seva pròpia fe el va contradir,n,cat-30-08081668-n
2442,església,1,l'església estava buida,n,cat-30-03028079-n
2443,ofici,2,l'ofici de diumenge,n,cat-30-01032040-n
2444,solt,6,una notícia solta,a,cat-30-01060947-a
2445,lliure,10,després de la Guerra Civil va ser un home lliure,a,cat-30-01065694-a
2446,último,1,l'àrbitre tindrà l'última paraula,a,cat-30-00349894-a
2447,associat,1,un membre associat,a,cat-30-00793426-a
2448,asímptota,1,l'asímptota de la corba,n,cat-30-13870935-n
2449,asimptòtic,1,una funció asimptòtica,a,cat-30-02929071-a
2450,nul,1,un vot nul,a,cat-30-02500590-a
2451,buit,1,un got buit,a,cat-30-01086545-a
2452,buit,2,promeses buides,a,cat-30-01498084-a
2453,electrònic,1,dispositiu electrònic,a,cat-30-02718497-a
2454,electrònic,2,energia electrònica,a,cat-30-02718719-a
2455,especialitzat,2,terminologia especialitzada,a,cat-30-02227946-a
2456,tècnic,4,un informe tècnic,a,cat-30-02227946-a
2457,local,1,L'impost local,a,cat-30-01106405-a
2458,local,2,El costum local,a,cat-30-02756346-a
2459,local,4,L'anestèsia local,a,cat-30-01425529-a
2460,principal,1,l'objectiu principal de la vida,a,cat-30-01277426-a
2461,principal,1,els principals rius d'Amèrica,a,cat-30-01277426-a
2462,principalment,1,l'oració principal té almenys un subjecte i un verb,a,cat-30-00730215-a
2463,festa,3,ell va planejar una festa per celebrar el Dia de la Bastilla,n,cat-30-07447641-n
2464,acte,5,l'acte va ser tota una aventura,n,cat-30-07447261-n
2465,ocasió,6,una ocasió organitzada en honor del president,n,cat-30-07447261-n
2466,acte_social,1,una ronda interminable de actos sociales,n,cat-30-07447261-n
2467,encenedor,1,Té vostè un encenedor?,n,cat-30-03666591-n
2468,dispositiu,1,el dispositiu és prou petit com per portarlo al canell,n,cat-30-03183080-n
2469,metxa,1,si se li cau una metxa allí tot el lloc explotarà,n,cat-30-03728982-n
2470,equivalent,1,envia dos dòlars o el seu equivalent en segells,n,cat-30-05695554-n
2471,coincidència,5,quan es troba una coincidència es realitza una entrada al quadern,n,cat-30-03728811-n
2472,llumí,1,sempre porta llumíns per encendre la pipa,n,cat-30-03728437-n
2473,llumí,1,sempre que hi hagi un llumí per encendre el seu cigarret,n,cat-30-03728437-n
2474,matrimoni,4,un matrimoni de Chicago,n,cat-30-07988857-n
2475,combinació,8,aquesta corbata fa una bona combinació amb la seva jaqueta,n,cat-30-05696020-n
2476,llunyà,6,terres llunyanes,a,cat-30-00442917-a
2477,remot,3,estrelles remotes,a,cat-30-00442917-a
2478,remot,8,una possibilitat remota,a,cat-30-01413084-a
2479,final,3,la resposta final,a,cat-30-01579128-a
2480,semàntic,1,anàlisi semàntica,a,cat-30-02842042-a
2481,parcial,1,una descripció parcial,a,cat-30-00524693-a
2482,digital,1,rellotge digital,a,cat-30-02713232-a
2483,digital,2,nervis digitals,a,cat-30-02713096-a
2484,digital,3,ordinador digital,a,cat-30-00110701-a
2485,intermedi,3,capacitat intermèdia,a,cat-30-01531957-a
2486,elèctric,2,corrent elèctric,a,cat-30-02826877-a
2487,elèctric,2,cablejat elèctric,a,cat-30-02826877-a
2488,electricitat,2,han fet un cotxe que funciona amb electricitat,n,cat-30-11450566-n
2489,temporal,5,processament temporal,a,cat-30-02810882-a
2490,temporal,4,os temporal,a,cat-30-02810739-a
2491,temporal,6,béns temporals de l'església,a,cat-30-02577061-a
2492,mundà,1,plaers mundans,a,cat-30-01181904-a
2493,associatiu,1,aprenentatge associatiu,a,cat-30-00157389-a
2494,públic,4,béns públics,a,cat-30-01861205-a
2495,publicitat,3,la publicitat del judici,n,cat-30-04720536-n
2496,públic,1,líders públics,a,cat-30-00493297-a
2497,animat,4,una conversa animada ,a,cat-30-00118567-a
2498,animado,1,dibuixos animats,a,cat-30-01565608-a
2499,adosat,1,un bloc de cases adossades,a,cat-30-00160425-a
2500,afectuós,4,era molt afectuosa amb el seu pare,a,cat-30-01465468-a
2501,afiliat,1,clubs afiliats,a,cat-30-01973311-a
2502,adscrit,1,centre adscrit a una universitat,a,cat-30-01973311-a
2503,disponible,4,no està disponible per parlar amb ell,a,cat-30-01062631-a
2504,automàtic,1,transmissió automàtica,a,cat-30-00181476-a
2505,automàtic,3,un 'gràcies' automàtic,a,cat-30-01499999-a
2506,autòmata,1,només un autòmat no se n'hauria adonat,n,cat-30-09825519-n
2507,automàtic,2,la reducció automàtica de les ninetes quan la llum és forta,a,cat-30-02522669-a
2508,avançat,5,l'edat òssia del nen va ser classificada com a 'avançada',a,cat-30-01840121-a
2509,avançat,6,la malaltia havia arribat a una fase avançada,a,cat-30-00819526-a
2510,avançat,4,un nivell avançat,a,cat-30-01211296-a
2511,avançat,8,un home d'edat avançada,a,cat-30-00816839-a
2512,moderno,1,una societat avançada,a,cat-30-00412171-a
2513,avançat,3,una festa avançada,a,cat-30-00198383-a
2514,eficient,2,un director de producció eficient,a,cat-30-00839619-a
2515,vagó,1,tres vagons han sortit dels rails,n,cat-30-02959942-n
2516,subjecte_del_dret,1,La llei introdueix els ens col·lectius com a subjectes del dret penal,n,cat-30-80000973-n
2517,persona_física,1,Tota persona física té els drets que la llei li atorga,n,cat-30-80000974-n
2518,persona_jurídica,1,Per dissoldre qualsevol tipus de persona jurídica cal un acord dels socis,n,cat-30-80000975-n
2519,persona_jurídica_del_dret_públic,1,"La província, com a ens local, apareix a la UE com a persona jurídica del dret públic",n,cat-30-80000976-n
2520,certificat_de_naixement,1,El judge va demanar el certificat de naixement de l'imputat,n,cat-30-06478452-n
2521,certificat_negatiu_de_naixement,1,L'administració li va sol·licitar el certificat negatiu de naixement per esbrinar les seves dades,n,cat-30-80000977-n
2522,certificat_literal_de_naixement,1,Estic esperant que el Registre m'enviï el meu certificat literal de naixement,n,cat-30-80000978-n
2523,certificat_ordinaris_de_naixement,1,El Registre Civil de Madrid m'ha expedit el meu certificat ordinaris de naixement,n,cat-30-80000979-n
2524,certificat_internacional_de_naixement,1,"Vaig demanar al meu Registre Civil un certificat internacional de naixement, perquè té valor també a Alemanya",n,cat-30-80000980-n
2525,certificat_bilingüe_de_naixement,1,El Registre Civil de Barcelona m'ha expedit el meu certificat bilingüe de naixement,n,cat-30-80000981-n
2526,certificat_de_fe_de_vida_i_estat,1,Per a poder-me casar m'han demanat el meu certificat de fe de vida i estat,n,cat-30-80000982-n
2527,certificat_de_matrimoni,1,El Registre Civil ens ha expedit el nostre certificat de matrimoni,n,cat-30-80000983-n
2528,certificat_negatiu_de_matrimoni,1,El Registre Civil els ha denegat el matrimoni per manca del certificat negatiu de matrimoni,n,cat-30-80000984-n
2529,certificat_literal_de_matrimoni,1,La nostra filla va néixer a l'estranger i per inscriure-la al Registre espanyol vam lliurar també el nostre certificat literal de matrimoni,n,cat-30-80000985-n
2530,certificat_ordinaris_de_matrimoni,1,El Registre Civil de Madrid ens va expedir el nostre certificat ordinaris de matrimoni,n,cat-30-80000986-n
2531,certificat_internacional_de_matrimoni,1,Vam sol·licitar un certificat internacional de matrimoni perquè tingués valor també a França,n,cat-30-80000987-n
2532,certificat_bilingüe_de_matrimoni,1,El Registre Civil de Barcelona ens ha expedit el nostre certificat bilingüe de matrimoni,n,cat-30-80000988-n
2533,certificat_de_defunció,1,El Registre Civil li va lliurar el certificat de defunció del seu avi,n,cat-30-80000989-n
2534,certificat_negatiu_de_defunció,1,L'Administració li va demanar el certificat negatiu de defunció del seu avi,n,cat-30-80000990-n
2535,certificat_ordinaris_de_defunció,1,El Registre Civil de Madrid ens ha expedit el certificat ordinaris de defunció de l'avia,n,cat-30-80000991-n
2536,certificat_internacional_de_defunció,1,Vam sol·licitar un certificat internacional de defunció perquè tingués valor també a Itàlia,n,cat-30-80000992-n
2537,certificat_bilingüe_de_defunció,1,El Registre Civil de Barcelona ens ha expedit el certificat bilingüe de defnución de l'àvia,n,cat-30-80000993-n
2538,pensió,4,El tribunal concedeix la pensió a una dona separada,n,cat-30-13283314-n
2539,aliments,1,El jutge ha declarat que els cònjuges no han de pagar-se els aliments,n,cat-30-13283620-n
2540,aliments,2,El pare contribuirà als aliments del seu fill en la quantitat de 200 euros mensuals,n,cat-30-13299071-n
2541,cost,1,El cost al públic d'aquest cotxe és molt alt,n,cat-30-13275847-n
2542,abonament,1,He demanat el banc l'abonament de la quota que em pertany,n,cat-30-13278375-n
2543,jubilació,2,Necessitem una reforma del sistema de jubilació,n,cat-30-13384164-n
2544,pensió_de_jubilació,1,L'edat ordinària per a l'accés a la pensió de jubilació és de 65 anys,n,cat-30-13384341-n
2545,abastament,1,La ciutat necessita un pla urgent d'abastament d'aigua,n,cat-30-01057200-n
2546,subvenció,2,El govern ha tret la subvenció de lloguer d'habitatge per a joves,n,cat-30-01061203-n
2547,beca,2,M'han concedit la beca per a estudiar un màster,n,cat-30-13266892-n
2548,subvenció,3,El govern ha endurit les condicions per accedir al pla de subvenció d'empresa,n,cat-30-13267014-n
2549,subvenció,4,El govern retira la subvenció per a la Universitat de l'ONU,n,cat-30-13267263-n
2550,estatut_jurídic,1,El govern està discutint sobre l'estatut jurídic de l'embrió humà,n,cat-30-13952601-n
2551,estat_civil,1,El diari va revelar l'estat civil de l'actor,n,cat-30-13963757-n
2552,matrimoni,1,Un matrimoni llarg i feliç,n,cat-30-13963970-n
2553,unió,1,Què Déu beneeixi aquesta unió,n,cat-30-13963970-n
2554,cesió,1,L'avi a signat la cessió de la granja als seus néts,n,cat-30-13254237-n
2555,prerrogativa,1,El sufragi era una prerrogativa dels homes adultos,n,cat-30-05178715-n
2556,servitud,2,Els veïns demanen una servitud de pas sobre la nostra finca,n,cat-30-05179180-n
2557,servitud_pública,1,El Ministeri d'Agricultura ha declarat les zones de servitud pública,n,cat-30-05179027-n
2558,servitud_de_pas,1,L'ajuntament ens ha comunicat una servitud de pas sobre el nostre terreny per a la instal·lació de la línia elèctrica,n,cat-30-05189819-n
2559,dret_al_silenci,1,Els declarants han exercit el seu dret al silenci,n,cat-30-05179567-n
2560,representació,11,"Gràcies a la representació, les lleis expressen la voluntat de tots",n,cat-30-05187711-n
2561,dret_d'acció,1,El perjudicat ha exercit el dret d'acció contra la esaguradora,n,cat-30-05187857-n
2562,preferència_de_pas,1,La preferència de pas es verificarà sempre segons la senyalització que la reguli,n,cat-30-05188095-n
2563,dret_de_vot,1,L'accionista podrà exercir el dret de vot mitjançant la seva assistència personal,n,cat-30-05188367-n
2564,adquisició_preferent,1,Els accionistes tenen un dret d'adquisició preferent per un termini d'un mes,n,cat-30-05178394-n
2565,dret_d'adquisició_preferent,1,Els accionistes tenen un dret d'adquisició preferent a raó d'una acció nova per cada antiga,n,cat-30-13241182-n
2566,dret_de_subscripció,1,El banc suprimeix el dret de subscripció a les seves accions,n,cat-30-13241407-n
2567,drets_d'autor,1,L'editorial ha comprat els drets d'autor del meu llibre,n,cat-30-06473168-n
2568,dret_de_visita,1,S'ha portat tan malament que volen denegar-li el dret de visita al seu fill,n,cat-30-05190586-n
2569,usdefruit,1,Tinc l'usdefruit sobre la masia dels meus pares,n,cat-30-05190356-n
2570,ús,6,Ens van donar l'ús del seu vaixell,n,cat-30-05190106-n
2571,gaudi,3,La meva avia té el dret de gaudi del seu pis,n,cat-30-05214374-n
2572,dret_de_deducció,1,El comprador pot exercir el seu dret de deducció,n,cat-30-05189396-n
2573,dret_d'entrada,1,L'home va reclamar el seu dret d'entrada al pis,n,cat-30-05189057-n
2574,dret_de_patents,1,Aquesta invenció està protegida pel dret de patents,n,cat-30-05188646-n
2575,sufragi_universal,1,Són les primeres eleccions per sufragi universal que es celebren al país,n,cat-30-05186626-n
2576,dret_propi,1,Un company en el seu propi dret,n,cat-30-05181513-n
2577,dret_de_prioritat,1,El govern exerceix el dret de propietat sobre aquest terreny per a la construcció de la ferrovia,n,cat-30-05178571-n
2578,cabotatge,2,El Congrés amplia el permís per al cabotatge en l'espai aeri del país,n,cat-30-05175771-n
2579,admissió,2,L'admissió està consentida per a un públic major de catorze anys,n,cat-30-05176188-n
2580,certificació,1,Les empreses estan interessades en la certificació de productes respectuosos amb el medi ambient,n,cat-30-06471345-n
2581,dret_a_la_tutela_judicial_efectiva,1,El dret a la tutela judicial efectiva és un autèntic dret fonamental de caràcter autònom i amb contingut propi,n,cat-30-01181475-n
2582,resolució_judicial,1,Una nova resolució judicial pionera a Espanya en favor de ciutadans morosos,n,cat-30-01184814-n
2583,adopció,2,Una adopció per pares homosexuals,n,cat-30-01185292-n
2584,execució_d'hipoteca,1,El jutge ha resolt en contra de l'execució d'hipoteca demandada pel banc,n,cat-30-00090076-n
2585,recurs,8,El Tribunal Suprem ha rebutjat el recurs presentat per l'Ajuntament,n,cat-30-01197258-n
2586,revisió_judicial,1,La revisió judicial obre les portes per obtenir justícia davant qualsevol comportament il·lícit de l'administració,n,cat-30-01197658-n
2587,procés,5,Va tenir un procés equitatiu i el jurat el va declarar culpable,n,cat-30-01195867-n
2588,consell_de_guerra,1,El consell de guerra va declar la innocència del general,n,cat-30-01196316-n
2589,naturalització,1,La naturalització és un procés llarg,n,cat-30-01187620-n
2590,litigi,1,S'ha obert un litigi contra l'empresa per qüestions de patents,n,cat-30-01186810-n
2591,litigi_sobre_guarda_i_custòdia,1,Al litigi sobre guarda i custòdia el jutge ha resolt a favor del pare,n,cat-30-01187085-n
2592,administració_judicial,1,El juge anuncia que posarà l'empresa sota administració judicial,n,cat-30-01186578-n
2593,insolvència_definitiva,1,La jutgessa afirma l'insolvència definitiva del banc central,n,cat-30-01186397-n
2594,apel·lació,1,La seva apel·lació va ser rebutjada pel tribunal superior,n,cat-30-01185611-n
2595,judici,8,La família va entablar un juici contra el propietari,n,cat-30-01182654-n
2596,juidici_civil,1,Hem entaulat un judici civil per l'accident que vam tenir,n,cat-30-01183031-n
2597,Una demanda presentada pel representant d'un grup de persones en nom de tots els membres del grup,1,Un jutge admet una demanda col·lectiva contra 40 entitats per una clàusula hipotecària,n,cat-30-01183166-n
2598,contrademanda,1,El marit ha fet una contrademanda a la seva esposa,n,cat-30-01183373-n
2599,demanda_penal,1,El Ministeri de Foment presentarà una demanda penal contra la companyia aèria,n,cat-30-01183497-n
2600,acció_civil,1,Una jutgessa paralitza l'acció civil de responsabilitat del banc,n,cat-30-01184230-n
2601,contrademanda,2,La part contractant no pot al·legar com a contrademanda una compensació pels danys,n,cat-30-01184407-n
2602,litispendència,1,L'advocat va denegar l'accepció de litispendència,n,cat-30-01184720-n
2603,causa,4,El jutge arxiva la causa pel desallotjament de la plaça,n,cat-30-01198307-n
2604,objecció,4,El jutge va refutar l'objecció del nostre advocat,n,cat-30-01025678-n
2605,recusació,3,El Suprem acepta la recusació demanada per l'acusat,n,cat-30-01026020-n
2606,intervenció,5,El propòsit de la intervenció és evitar la duplicació innecessària dels judicis,n,cat-30-01023242-n
2607,vista,7,El fiscal retira una de les proves en l'inici de la vista,n,cat-30-01199697-n
2608,notificació,3,El magistrat considera que hi ha base suficient per a enviar la notificació a imputat,n,cat-30-01187463-n
2609,revocació,1,La revocació de la part dispositiva del Suprem per part del Tribunal Constitucional,n,cat-30-01185981-n
2610,dictamen,1,El dictamen del Tribunal assenyala que el cànon no es pot aplicar a empreses,n,cat-30-01191158-n
2611,arbitratge,3,Van presentar el seu desacord amb larbitratge ,n,cat-30-01190884-n
2612,judici_sumari,1,L'imputat ha estat objecte d'un juici sumari,n,cat-30-01190561-n
2613,sentència_definitiva_sobre_el_fons,1,El tribunal no pot admetre a tràmit l'acció si s'ha dictat una sentència definitiva sobre el fons,n,cat-30-01190364-n
2614,denegació,5,El lletrat va recórrer la denegació a aquest tribunal,n,cat-30-01190172-n
2615,juici_declaratiu,1,El canvi de nom s'aconsegueix mitjançant el judici declaratiu,n,cat-30-01189929-n
2616,absolució,2,La fiscalia demana l'absolució de l'imputat,n,cat-30-01193886-n
2617,desnonament,1,El tribunal ha ordenat el desnonament del pis,n,cat-30-01194331-n
2618,excepció,4,L'advocat ha presentat l'excepció al cas,n,cat-30-01197928-n
2619,béns,3,El testador ha fet una llista de tots els seus béns en el seu testament,n,cat-30-13329641-n
2620,participació,3,Tenen participacions a tot arreu,n,cat-30-13286801-n
2621,interès,4,Un interès en el futur de l'empresa,n,cat-30-13286801-n
2622,garantia_mobiliària,1,La nova llei estén la garantia mobiliària sobre el preu de l'alienació,n,cat-30-13287984-n
2623,hipoteca,1,El banc ens ha concedit una hipoteca per a pagar el pis,n,cat-30-13352138-n
2624,valoració,3,La valoració del pis és molt alta,n,cat-30-05733583-n
2625,valoració,4,Va posar una alta valoració en l'amistat,n,cat-30-05736149-n
2626,sobreestimació,1,En la venda del pis es practica una sobreestimació,n,cat-30-05736468-n
2627,subestimació,1,Per a vendre el cotxe s'ha aplicat una subestimació,n,cat-30-05736593-n
2628,escandall,1,El perit ens farà un escandall de la finca,n,cat-30-05736736-n
2629,revaloració,1,El jutge ha ordenat una revaloració dels danys,n,cat-30-05737025-n
2630,aval,1,El caixer no cobrarà el xec sense aval,n,cat-30-06405198-n
2631,endós_en_blanc,1,L'endós en blanc és vàlid i eficaç i equival a un títol al portador,n,cat-30-06405423-n
2632,crim_major,1,El jutge li va imputar la pena de crim major,n,cat-30-00768701-n
2633,atracament,1,Ahir vaig ser víctima d'un atracament al meu banc,n,cat-30-00781685-n
2634,delicte_menor,1,L'advocat argumenta que es tracte d'un cas de delicte menor,n,cat-30-00770270-n
2635,pertorbació_de_l'ordre_públic,1,Van detenir als gamberros per alteració del ordre públic,n,cat-30-00771713-n
2636,fals_testimoni,1,El jutge cita als testimonis de l'imputat per fals testimoni,n,cat-30-00772381-n
2637,sedició,1,Cuba acusa de sedició a quatre presos,n,cat-30-00772813-n
2638,segrest,3,Acaba amb violència el segrest de l'avió,n,cat-30-00769944-n
2639,frau,1,Els clients han denunciat el comerciant per frau,n,cat-30-00769092-n
2640,captura,2,El Tribunal de l'Haia ordena la captura del dictador,n,cat-30-00775286-n
2641,segrest,2,El periodista va denunciar el segrest dels turistes al desert,n,cat-30-00775702-n
2642,suborn,2,Les escoltes policials apunten a un suborn entre els alts càrrecs de l'ajuntament,n,cat-30-00776262-n
2643,assalt_a_mà_armada,1,L'home serà jutjat avui per l'assalt a mà armada a un banc,n,cat-30-00781912-n
2644,saqueig,1,El saqueig del creuer americà,n,cat-30-00777439-n
2645,extorsió,1,Un policia detingut per extorsió,n,cat-30-00784388-n
2646,xantatge,1,Detingut per xantatge per fotos falses del polític,n,cat-30-00784598-n
2647,aplanament,1,Hi ha una querella per aplanament de l'Ajuntament,n,cat-30-00785045-n
2648,violació_de_domicili,1,El jutge condemna l'acusat de violació de domicili de la seva exparella,n,cat-30-00785263-n
2649,delicte_informàtic,1,El delicte informàtic evoluciona més ràpid que la seva persecució,n,cat-30-00768483-n
2650,phishing,1,El phishing afecta milions d'internautes,n,cat-30-80000888-n
2651,executora_testamentària,1,La vídua del tenor és també executora testamentària,n,cat-30-10070377-n
2652,marmessor,1,L'artista ha nomenat com a marmessor la seva parella,n,cat-30-10070219-n
2653,fiduciari,1,És il·legal que un fiduciari desfalqui els diners per a benefici personal,n,cat-30-10086074-n
2654,funcionari_de_presons,1,El meu pare treballa com a funcionari de presons,n,cat-30-10149867-n
2655,beneficiari,1,"Segons l'acord, sóc l'únic beneficiari de l'immoble",n,cat-30-09815455-n
2656,causant_del_dany,1,L'imputat és el causant del dany per no respectar el codi de circulació,n,cat-30-10716286-n
2657,litigant,1,Demandant i demandat són ambdós litigants,n,cat-30-10266848-n
2658,codemandat,1,El portaveu es presenta com codemandat en el recurs a l'empresa,n,cat-30-09933411-n
2659,apel·lant,1,La apel·lant ha reiterat el contingut del seu recurs,n,cat-30-09800469-n
2660,peticionari,2,El peticionari pot exigir la confidencialitat de les seves dades,n,cat-30-10672192-n
2661,interventor,1,Es va presentar com a interventor al juici,n,cat-30-10213034-n
2662,contractista,2,L'acord s'ha resolt per incumpliment del contractista,n,cat-30-09960891-n
2663,cedent,1,En el contracte s'afirma que el cedent no tindrà drets sobre els béns,n,cat-30-09815677-n
2664,homicida,1,La policia va detenir l'homicida,n,cat-30-10231087-n
2665,assassí,1,S'ha dictat una ordre de cerca internacional contra l'assassí del primer ministre,n,cat-30-10338707-n
2666,sicari,1,Els sicaris van ser caçats com animals,n,cat-30-09813696-n
2667,assassí_en_sèrie,1,Comença el judici contra l'assassí en sèrie de Màlaga,n,cat-30-10581464-n
2668,esbudellador,1,Jack l'Esbudellador probablement era un boig,n,cat-30-10532252-n
2669,parricida,1,El jurat popular declara culpable el parricida,n,cat-30-10401204-n
2670,matricida,1,El matricida ha confessat com va matar la seva mare,n,cat-30-10302816-n
2671,parricida,2,El protagonista daquesta pel·lícula policíaca és un parricida,n,cat-30-10407221-n
2672,assassí_en_massa,1,A plena llum del dia un assassí en massa mata un gran nombre de persones,n,cat-30-10298343-n
2673,infanticida,1,L'acusació pública demana la cadena perpètua per a un infanticida,n,cat-30-10204833-n
2674,fratricida,1,El fratricida va declarar l'assassinat del seu germà,n,cat-30-10109342-n
2675,sospitós,1,Detingut un segon sospitós del crim,n,cat-30-10681383-n
2676,sospitós_d'assesinat,1,La policia busca un sospitós d'assassinat de set persones,n,cat-30-10339251-n
2677,sospitós_de_violació,1,Capturen un sospitós de violació de cinc dones,n,cat-30-10507380-n
2678,sospitós,2,El sospitós de robatori va ser captat en cambra,n,cat-30-10534748-n
2679,testimoni,9,Un testimoni qüestiona les mesures de seguretat en el desastre,n,cat-30-10786517-n
2680,cercador,1,Són recercadors de la veritat,n,cat-30-10575787-n
2681,signatari,1,Espanya és un país signatari del Tractat de Schengen,n,cat-30-10597234-n
2682,cosignatari,1,El president és cosignatari de la declaració de guerra,n,cat-30-09613690-n
2683,cosignatari,2,El cònsol és cosignatari i garanteix l'acord entre les institucions,n,cat-30-09613853-n
2684,endossant,1,L'endossant esdevé al seu torn responsable davant el posseïdor del transferit,n,cat-30-10057271-n
2685,endossant_per_aval,1,El meu pare és l'endossant per aval del pagaré,n,cat-30-09760735-n
2686,testimoni,7,Necessitem un testimoni perquè el document sigui vàlid,n,cat-30-10786270-n
2687,penitenciarista,1,El penitenciarista està analitzant la condició del treball a la presó,n,cat-30-10414239-n
2688,beneficiari,2,El meu marit és el beneficiari del traspass d'aquest edifici,n,cat-30-10724570-n
2689,hereu,1,Sóc l'unic hereu dels avis,n,cat-30-10168584-n
2690,hereva,1,La filla del cantant és la seva hereva,n,cat-30-10169147-n
2691,unilateralista,1,El govern ha deixat el paper de unilateralista per a afavorir el diàleg,n,cat-30-10738215-n
2692,canonista,1,Per entendre la qüestió necessitem un canonista,n,cat-30-09891730-n
2693,jurisconsult,1,Els estudis del jurisconsult són importants per a la interpretació de la llei,n,cat-30-10227985-n
2694,liquidador_de_reclamacions,1,Ens vam dirigir a un liquidador de reclamacions perquè ens assessorés sobre el sinistre que vam tenir,n,cat-30-09769929-n
2695,metge_forense,1,El jutge exigeix ??un peritatge del metge forense sobre la mort de l'imputat,n,cat-30-09965985-n
2696,investigador_policial,1,La defensa avisa el jutge de la manca d'imparcialitat de l'investigador policial,n,cat-30-10009484-n
2697,investigador_privat,1,Han assoldat un investigador privat per buscar el nen,n,cat-30-10476671-n
2698,examinador,1,L'examinador buscava pistes,n,cat-30-10067968-n
2699,escodrinyador,1,És un escudrinyador atent a les dinámiques socials,n,cat-30-10565302-n
2700,defensor_del_poble,1,El defensor del poble reclama una moratòria hipotecària,n,cat-30-10377394-n
2701,jurat,3,Sóc un jurat en el cas d'agressió,n,cat-30-10228278-n
2702,tafurer,1,L'imputat té antecedents com tafurer en els casinos,n,cat-30-09894909-n
2703,informant,1,L'informant va facilitar la captura del fugitiu,n,cat-30-10786033-n
2704,deposant,1,El deposant ha fet una declaració,n,cat-30-10703905-n
2705,representant_legal,1,El representant legal de l'empresa acordarà amb els sindicats,n,cat-30-10253296-n
2706,narcotraficant,1,La policia ha arrestat un narcotraficant,n,cat-30-10495555-n
2707,segrestador,1,Detenen el segrestador de la família de València,n,cat-30-10230801-n
2708,expatriat,1,Els expatriats d'Amèrica,n,cat-30-10071332-n
2709,refugiat,1,Aquest polític és un refugiat a Espanya per culpa de les seves idees,n,cat-30-10516016-n
2710,exiliat,1,L'escriptor és un exiliat cubà,n,cat-30-10017890-n
2711,deportat,1,L'immigrant era un deportat iranià,n,cat-30-10071139-n
2712,pres,1,El meu avi ha estat un pres de guerra,n,cat-30-10476086-n
2713,ostatge,1,Els terroristes executen un ostatge,n,cat-30-10187557-n
2714,presoner_polític,1,Durant la dictadura va ser un presoner polític,n,cat-30-10450038-n
2715,presoner_de_guerra,1,El dictador rep l'estatut de presoner de guerra,n,cat-30-10476331-n
2716,legislador,1,El legislador ha promulgat la nova reforma laboral,n,cat-30-10253995-n
2717,estafador,1,Arrestat un estafador que es feia passar per policia,n,cat-30-10503247-n
2718,violador,1,Capturat el violador de l'Eixample,n,cat-30-10507230-n
2719,delinqüent_habitual,1,Un delinqüent habitual es confessa autor del doble assassinat,n,cat-30-10511425-n
2720,traficant_d'armas,1,Cau el traficant d'armes més buscat d'Espanya,n,cat-30-10152440-n
2721,pirata,1,El meu nebot és un pirata informàtic,n,cat-30-10437262-n
2722,carterista,1,Al metro hi ha molts carteristes,n,cat-30-10431907-n
2723,traïdor,1,El van titllar de traïdor a la pàtria,n,cat-30-10722965-n
2724,col·laboracionista,1,El sergent es va revelar ser un col · laboracionista,n,cat-30-09935793-n
2725,transgressor,3,El van titllar de transgressor del Códi de circulació,n,cat-30-10754449-n
2726,piròman,1,Detingut un piròman per cremar deu cotxes,n,cat-30-09810707-n
2727,fugitiu,1,Detingut un fugitiu buscat per homicidi,n,cat-30-10114897-n
2728,declaració_rectificatoria,1,S'estableix que la declaració rectificatoria només es pot presentar dins del termini de prescripció del tribut,n,cat-30-06548991-n
2729,llicència_matrimonial,1,Els tràmits per obtenir la llicència matrimonial s'han presentat ja al registre,n,cat-30-06551339-n
2730,descàrrec,1,Ha signat el descàrrec del deute,n,cat-30-06552814-n
2731,acord_escrit,1,Les parts han signat un acord escrit,n,cat-30-06771653-n
2732,dipòsit,6,Tenen molts diners en dipòsit,n,cat-30-13414554-n
2733,obligacions_de_l'estat,1,Hem adquirit obligacions de l'estat,n,cat-30-13394326-n
2734,contracte_de_venda,1,Hem estipulat un contracte de venda,n,cat-30-06545728-n
2735,escriptura_de_propietat,1,Ha registrat l'ecriptura de propietat del pis,n,cat-30-06546261-n
2736,instrument_derivat,1,L'empresa ha creat un instrument derivat que es basa en or,n,cat-30-06480506-n
2737,opció_de_compravenda,1,Les parts han acordat una nova opció de compravenda de les accions,n,cat-30-13241600-n
2738,contracte_de_futurs,1,El contracte de futurs sobre el bo va marcar la pauta en una sessió borsària molt agitada,n,cat-30-06480723-n
2739,futurs_sobre_índexs_bursatils,1,El primer contracte de futurs sobre índexs borsaris comença a negociar-se el 24 febrer 1982,n,cat-30-06480991-n
2740,opció_sense_garantia,1,L'empresa ens està oferint una opció sense garantia,n,cat-30-00080474-n
2741,opció_de_compra,1,Tenim una opció de compra sobre les accions del banc,n,cat-30-00080743-n
2742,opció_de_venda,1,Aquest índex borsari té una opció de venda a dos anys,n,cat-30-00080968-n
2743,especulació_mixta,1,El banc ha optat per una especulació mixta de les seves accions,n,cat-30-00081174-n
2744,incentiu,3,Tinc un incentiu per haver aconseguit l'augment de la venda,n,cat-30-00081395-n
2745,opció_de_compra_d'accions,1,El banc està negociant una opció de compra d'accions que li convingui,n,cat-30-13242239-n
