,Word,Senses,Glosa,PoS,SynsetPoS
1888,ur,9,"zerbitzu hornitzaile orokorra argindarraz gain, gas naturala, ura eta telekomunikazio alorretara zabaldu behar da",n,eus-30-04562658-n
1889,sistema,1,laser aplikazioekin dimentsio-kontrolen sistemak ekoizten ditu enpresak,n,eus-30-04377057-n
1890,eraikuntza,3,"nahiago nuke parkean eraikuntza handiegirik ez balego, ume txikiak erortzeko arriskuan daudelako",n,eus-30-03295140-n
1891,egitura,1,"Elgoibarren Aldai izeneko transformazio-zentroari, egitura trinkodun prefabrikatuari Administrazioaren baimena ematea erabaki da",n,eus-30-04341686-n
1892,bide,5,bideko hartxintxarrak txukuntzen zituen,n,eus-30-04564698-n
1893,tresna,13,goilare edo bestelako tresnaz igurtzitako azal zimurra duten botilak,n,eus-30-03563967-n
1894,tresna,15,"autoak ez zuen blindajerik, ezta lehergailuen aktibatzea inhibitzeko tresnarik ere",n,eus-30-03294048-n
1895,tresna,4,tresna honek zarata handia emateko baditu matraka moduan bueltak ematen dituen ardatzari lotuak bi tablatxo segaren kontra kolpatzen dutenak,n,eus-30-03183080-n
1896,puntu,13,hartu orratza eta eman puntu batzuk barrenari,n,eus-30-04321238-n
1897,puntu,21,Ociori ostiralean kenduko dizkiote puntuak,n,eus-30-04367371-n
1898,komunikabide,3,Seul eta Shinuiju arteko tren komunikabidea berriro abian jarriko da,n,eus-30-03100490-n
1899,kontrol,4,hori eginda kontrol tekla ez da aktiboa,n,eus-30-03097673-n
1900,ate,15,Rojoren gizonek ez zuten arriskurik sortzen Feyenoorden ate aurrean,n,eus-30-03820318-n
1901,sare,2,"kolpea hartu ondoren, pilotak sare gainetik pasa eta aurkariaren sake eremuan, diagonalki kontrakoan, jo behar du lurra",n,eus-30-03820154-n
1902,sare,1,"urarekin batera zikinkeriarik eror ez dadin, hustubidearen ahoan jartzen den sare erdiesferikoa",n,eus-30-03819595-n
1903,zerbitzu,2,"honez gain premiazko beharrendako denda, erropa garbitzeko zerbitzua eta jatetxea ere badago",n,eus-30-03315023-n
1904,lan,14,goiz heldu da gaur lanera,n,eus-30-04602044-n
1905,lan,14,bere lantegira eraman behar duzu mezua,n,eus-30-04602044-n
1906,bulego,1,hiri osoa erabat modernoa da: etxebizitza eta bulegoz jositako eraikuntza garaiak eta trafikoz gainezka dauden kale zabalak ditu,n,eus-30-03841666-n
1907,egoitza,8,makina bat kazetari bildu ziren Gorte Gorenaren egoitzaren kanpoaldean,n,eus-30-03297735-n
1908,erakunde,1,errekurtsoa arau arrunten arabera bidera daiteke edo dagokion ordezkaritza diplomatiko edo kontsularra erabiliz; azken horiek eskudun erakundera bidaliko dute,n,eus-30-03297735-n
1909,gauza,5,hemen gauzak dezente edo asko estranbotizatzen dira; 2.000 inguru obra,n,eus-30-03588414-n
1910,gauza,3,goialdean bira emanda jartzen diren gauza txiki horietako bat erosiko diot arratsaldean Arabella Grossi,n,eus-30-04424418-n
1911,arrain,1,"duela 350 milioi urte, Deboniar izeneko aldian, ibaietan eta itsas aintziretan benetako arrainak agertu ziren",n,eus-30-02512053-n
1912,elefante,1,"afrikar bati galdetzen badiozu animalien erregea zein den, elefantea aitatuko dizu",n,eus-30-02503517-n
1913,hanka,3,neskatoa zaldiaren hanken gainean eseri zen,n,eus-30-02463810-n
1914,mutur,2,"ETAren helburu dela esan dio Iragik Ruiz Polancori, eta honek erantzun dio epaile ez balitz muturra hautsiko liokeela",n,eus-30-02452637-n
1915,mutur,1,"Silvi aitzurrarekin ari zen muturreko lau ileak ebakitzen eta Laura, berriz, loxintze-lanetan",n,eus-30-02452464-n
1916,ahari,1,"lehen, ez zen ikuilutan ahari nahiz akerrik faltatu behar; beltza balitz akerra, are eta hobeto",n,eus-30-02412080-n
1917,basurde,1,gero eta basurde gehiago daude Gipuzkoan eta gero eta gehiago ehizatu dituzte ehiztariek,n,eus-30-02396427-n
1918,arratoi,1,lizunduak eta arratoiek janik zeuden koruko partiturak kopiatzeko eskatu zidan,n,eus-30-02331046-n
1919,zimitz,1,"atzeman zuen zimitz bat, zanpa-zanpa egin zuen paretaren kontra",n,eus-30-02240517-n
1920,langile,1,inurri-arrautza horietatik 35000 langile eta 500 inurri ar hegodun sortu dira,n,eus-30-02207449-n
1921,hego,1,"minik ez baina izututa, hegoak mila lekutan urratuta, garrasika hasi zitzaion",n,eus-30-02151625-n
1922,hego,1,"baina badu hegaletan luma bat berezia, eta airean hegatsez doalarik bere luma horrek soinu fin bat egiten omen du, arrabita batek bezala",n,eus-30-02151625-n
1923,lehoi,1,"elefanteak ez du lehoiaren antzik, ez itxuran ez ohituretan",n,eus-30-02129165-n
1924,otso,1,"ehiztariek oihu egin ziguten , otsoarengandik apartatzeko esanaz",n,eus-30-02114100-n
1925,kurrilo,1,"iparraldetik datozen uso eta kurriloekin batera, beste hegazti migratzaile asko iristen da bertara",n,eus-30-02012849-n
1926,armiarma,1,"akaro edo armiarma txiki hauek (0,25 mm) heldutasunean gorri-gorriak dira",n,eus-30-01772222-n
1927,narrasti,1,karboniferoaren amaieran jadanik lehen narrastiak agertu ziren,n,eus-30-01661091-n
1928,hontz,1,"hontzak eta mozoloak dabiltzan lekuetan, ez da labazomorro eta sagu askorik ikusiko",n,eus-30-01621127-n
1929,putre,1,"halkoi, putre eta indioilar hezurrez egindako margogai batek ondorio berdinak ekartzen ditu",n,eus-30-01616318-n
1930,bele,1,baso bat ur ekarri eraziko die bere lagunei eta hildako lagunei egindako ofrendak jango dituen beleari egingo dio ohore,n,eus-30-01579028-n
1931,marrazo,1,beldurra ematen dioten bakarrak itsasertzetik hurbil dabiltzan marrazoak dira,n,eus-30-01482330-n
1932,birus,1,"birusa Afrikan hartu nuen, itsasoan lanean egon nintzenean",n,eus-30-01328702-n
1933,ama,1,Basoko abere guziak izutu omen ziran legoi gaztearen orrukin eta ezin jabetu iñor zergatik ziran marru ta ayuma oyek; larri asko inguratu omen zitzayon ama,n,eus-30-01323493-n
1934,aita,9,berehalaxe etorri zen aita mokoan janaria zekarrela,n,eus-30-01323355-n
1935,ume,1,hamabi hilabetetik gora behar ditu zerri emeak umea hazteko,n,eus-30-01321579-n
1936,piztia,2,"marinelen parranda batetik etxeratu zenean, piztia bere logelan aurkitu zuen",n,eus-30-01316288-n
1937,festa,10,"finala irabazitakoan festa zelaian, eta festa harmailetan, ikurrinak han eta hemen ikusi ziren",n,eus-30-01260556-n
1938,astakeria,1,"ez ezazue erail, ez ezazue atzerriratu; astakeria horiek erregeei eta haiek imitatzen saiatzen diren doilorkumeei dagozkie bakarrik",n,eus-30-01248075-n
1939,genozidio,1,gobernuak genozidiotzat jo zuen Jugoslaviako gerra,n,eus-30-01245159-n
1940,hilketa,4,Txileko Gorte Gorenak baimena eman dio Juan Guzman epaileari Pinocheten erregimenak ustez Argentinan egindako hilketak ikertzeko,n,eus-30-01245061-n
1941,sabotaje,1,"gainera, indar polizialek eta komunikabideek sabotaje hau estali nahi izan dutela salatu zuen deitu zuenak",n,eus-30-01244895-n
1942,greba,1,garraiolarien greba ia erabatekoa izan da Hego Euskal Herrian,n,eus-30-01243674-n
1943,konpromiso,7,"Hitza, AEK eta Ikastolarekin adostutako konpromiso ekonomikoak ez ditu bete",n,eus-30-01239868-n
1944,bisita,1,Egiptoko atzerri ministro Amro Musak Sharonek Jerusalemera egindako bisita terrorismo politikotzat definitu zuen,n,eus-30-01233156-n
1945,jardunaldi,2,"Euskal Herriko Zesta-punta Txapelketako lehenengo jardunaldian, Lander-Elizegik eta Bereikua-Enbilek osatutako bikoteek lortu zuten garaipenak",n,eus-30-01232091-n
1946,deialdi,3,"grebarako deialdiarekin batera ordea, oposizioak Errusiako presidente Putinek eskaini duen Moskuren bitartekaritza lana onartu du",n,eus-30-01230850-n
1947,dei,12,"plataformen biltzarrak manifestaziorako deia egin zuen heldu den abenduaren 16an, Baionan",n,eus-30-01230850-n
1948,mobilizazio,1,AEKri elkartasuna azaldu eta antolatutako mobilizazioetan parte hartzeko deia egin zuen HBk,n,eus-30-01230283-n
1949,biltzar,1,emakumeak Pekinen egiten ari diren biltzarraz ezer ez ikusteak ez nau gehiegi harritzen,n,eus-30-01229938-n
1950,batzar,1,gizarte arazoak konpontzeko batzar asko egiteko ohitura dago euskaldunongan,n,eus-30-01229938-n
1951,bilkura,4,Berlingo bilkurako ustekabea Gabriela Szaboren porrota izan zen 3.000 metroko proban,n,eus-30-01229938-n
1952,errespetu,7,argazkilarien deklarazio kontraesate gehienak bat datoz gauzak diren bezalakoari buruz egiten dituzten errespetuzko deklarazio piadosoak egiterakoan,n,eus-30-01228877-n
1953,mehatxu,6,"abokatuek eta senideek, ordea, oso garbi daukate presio eta mehatxuen bidez egin dituztela aitorpen horiek",n,eus-30-01222477-n
1954,eraso,21,"Kenyan, Ugandan, Nikaraguan edo Korean, berriz, emakumeen %50 inguruk familiako kideren baten erasoak jasan dituela diote",n,eus-30-01221611-n
1955,babes,8,ETAko kideei babesa emateaz akusatutako bi gazteen kasuak antzerki itxura ere hartzen ari dela iritzi zion,n,eus-30-01215902-n
1956,defentsa,4,Mujikaren agerraldi baten sartu dira bi lagun presoen defentsan,n,eus-30-01214171-n
1957,babes,4,"proposamenak PSE, PP eta UAren babesa jaso zuen; EAJk eta EAk kontra bozkatu zuten",n,eus-30-01212519-n
1958,zerbitzu,4,"seihilabetekari honen zioa zuzenbidea euskaraz bizi duen juristari zerbitzu bat eskaintzea da, orain arteko aldizkari juridikoek euskararekiko zuten hutsunea betez",n,eus-30-01209576-n
1959,laguntza,5,"batzuetan txalo beroak eskaintzen zizkigutenak jende epelari labana sartuko zioten berberak ziren, bide bazterrean laguntzarik eman gabe erdi hilik uzten zituzten berberak",n,eus-30-01207609-n
1960,konpromiso,2,Udalbiltzak hasi bideari ekiteko konpromisoa hartu dute Euskal Herri osoko 550 hautetsik,n,eus-30-01206153-n
1961,adostasun,2,"espaloien gutxienezko neurria, martxoaren 23ko 59/1981 Dekretuaren 9 artikuluan ezartzen denarekin adostasunean, ez litzateke 1,80 metrokoa baino txikiagoa izan beharko",n,eus-30-01203676-n
1962,elkarlan,1,"LABeko buruak iragarri zuenez, datozen asteotan ELArekin elkarlan politiko eta sindikala indartuko dute",n,eus-30-01202904-n
1963,epai,6,epaiaren ahozko bista gaur amaituko da,n,eus-30-01195867-n
1964,epaiketa,2,beraien helburua epaiketari buelta eman eta Espainiako espetxe politika auzitan jartzea dela azaldu dute,n,eus-30-01195867-n
1965,prozesu,2,Mexikoko Giza Eskubideen Akademiak Galarzaren aurkako prozesua berme guztiekin egiteko eskatu du,n,eus-30-01195867-n
1966,auzi,11,"ondoren, Alegria beste auzi bategatik espetxean egotea deitoratu zuen",n,eus-30-01195867-n
1967,epaiketa,1,epaiketa hasieran Alegriak itzulpen sistema ez zuela onartzen esan zuen,n,eus-30-01195867-n
1968,auzi,10,"ondoren, Alegria beste auzi bategatik espetxean egotea deitoratu zuen",n,eus-30-01195867-n
1969,zigor,7,zigorraren hiru laurdenak bete dituztenak eta gaixotasun sendaezinak dituztenak askatzea legediak zehazten dituen eskubideak dira,n,eus-30-01189282-n
1970,epai,2,"epaiak lesio delitua leporatu dio, soldadu batek zauriak jasan zituelako",n,eus-30-01187810-n
1971,auzi,3,"ondoren, Alegria beste auzi bategatik espetxean egotea deitoratu zuen",n,eus-30-01186810-n
1972,apelazio,1,Miamiko senideei epe hori eman baitzien atzo apelazioa aurkezteko,n,eus-30-01185611-n
1973,errekurtso,1,duela lau urte epaitu eta kalean utzi zituzten errekurtsoa aztertu bitartean,n,eus-30-01185611-n
1974,kasu,9,Salamancako Instrukzio epaitegiak artxibatu du kasua,n,eus-30-01181902-n
1975,auzi,2,"ondoren, Alegria beste auzi bategatik espetxean egotea deitoratu zuen",n,eus-30-01181902-n
1976,desobedientzia,1,Batasuneko ordezkariekin biltzeagatik inputatuta dago Ibarretxe; desobedientzia delituan beharrezko laguntzaile izatea leporatzen diote,n,eus-30-01179707-n
1977,martxa,7,Garoñako zentral nuklearraren kontrako martxa,n,eus-30-01179167-n
1978,manifestazio,2,gerraren kontrako manifestazioak bortitzak izan ziren,n,eus-30-01177703-n
1979,protesta,1,gure seme-alaben eskubideen alde leloarekin egin zuten protesta,n,eus-30-01177033-n
1980,borroka,8,"izorra hadi -esan zion Xalbaren adinkidea zen Joxantonio Ollokiegik, zeinarekin bezperan burruka latz bat izan bait zuen",n,eus-30-01170962-n
1981,istilu,3,han gertatu ziren istiluak benetako gerra izan zirela agertu zuten atzo Israelgo iturri militarrek,n,eus-30-01170502-n
1982,borroka,7,"askoren ustez, Barak eta Sharon borrokan hasi dira, biak indartsu agertzeko boto emaileen aurrean",n,eus-30-01169744-n
1983,zigor,2,presoaren protestek erantzun bakarra zigorra dutela azaldu dute Senideek,n,eus-30-01160342-n
1984,desarme,1,"bestalde, Txina eta Errusiako gobernuek salatu dutenez, defentsa sistema hori desarmearen alorrean 1972an sinatutako akordioaren kontrakoa da",n,eus-30-01157557-n
1985,diskriminazio,1,etxeko gasolioaren gaineko zergaren arintzea finantzatzen laguntzeko Gobernuak enpresei ezarri dien kontribuzioa diskriminaziotzat jo zuen Frantziako Petrolio Industrien Batasunak,n,eus-30-01153548-n
1986,bereizkeria,1,"belgiarrei aitorturiko eskubide-askatasunak erabiltzea bermatzen da, bereizkeriarik egin gabe",n,eus-30-01153548-n
1987,baimen,1,"aitak ez zion baimenik eman, eta gezurra esan behar izan zion aitari erromeriara joateko",n,eus-30-01138670-n
1988,justizia,1,"krimenik ez egotea gustatuko litzaidake eta horregatik, handitan, abokatu edo epaile izango naiz justizia egin dadin",n,eus-30-00694681-n
1989,kudeaketa,1,2001 urtean negoziazio kolektiboak enpresen kudeaketa eta kostuen murrizketarako 'ezhoiko tresna' izan behar du,n,eus-30-01135952-n
1990,administrazio,1,"berari dagokio udalaren ordezkaritza eta administrazioa, udalaren osoko batzarraren deia eta buruzagitza...",n,eus-30-01135952-n
1991,gobernu,13,"patriarkatu kontzeptua batez ere erabili da aitaren boterea eta gobernua aipatzeko, kulturaren dominazioa, gizonaren unibertso sinbolikoa, etab",n,eus-30-01133281-n
1992,zuzendaritza,2,"Udalbiltzako zuzendaritza EAJk eta EAk eramatea, eta EH oposiziora pasatzea planteatu dugu",n,eus-30-01133281-n
1993,errespetu,1,umeek errespetua agertu behar dute beti beren gurasoekiko,n,eus-30-01132864-n
1994,ardura,32,"bai Bovek, bai akusatutako beste kideek ekintzaren ardura bere gain hartu zuten",n,eus-30-01131425-n
1995,erantzukizun,3,"UCIko presidenteak, ordea, dopin kontuetan erantzukizunik duela ukatu zuen",n,eus-30-01129920-n
1996,biolentzia,2,Otegik esan zuen Ibarretxek ere beste biolentzia mota horiek kontuan hartzea nahi dutela,n,eus-30-01127245-n
1997,indarkeria,2,"beste aldean daudenen aurkako indarkeria legearen babesean egiten da, demokraziaren izenean",n,eus-30-01127245-n
1998,bortizkeria,4,"Senideak elkarteak gogor salatu ditu gertaera horiek, ez al da nahikoa ehunka kilometro egitea? ez al da nahikoa injustizia eta bortizkeria hau guztia?",n,eus-30-01127245-n
1999,gobernu,1,euren burua demokratikotzat duen alderdi batek eta gobernu ardurak dituen alderdi batek horrelako ekimen batean parte hartzea larria da,n,eus-30-01124794-n
2000,negoziazio,4,"beti ere zure gusturako, zibilizatua da inolako negoziaziorik nahi ez izatea",n,eus-30-01106808-n
2001,eraikuntza,2,etxe-eraikuntza dute jarduera nagusiena,n,eus-30-01104637-n
2002,ostalaritza,1,taberna eta jatetxeen ordutegia murriztu egiten da aipatutako araudian eta horrek kezka piztu du ostalaritza arloan lanean ari direnen artean,n,eus-30-01104324-n
2003,kolaborazio,1,Arnaldo Otegik eta Joxemari Olarrak Garan larunbatean argitaratuko artikulua,n,eus-30-01102712-n
2004,finantza,1,finantza eta ekonomia guneak botere politikoen gainetik daude,n,eus-30-01098698-n
2005,merkatu,1,Frantziak lehendakaritza sendoa eskaini nahi luke euroa merkatuetan indartzeko,n,eus-30-01097292-n
2006,arlo,5,arratsaldean Metal arloko Langileen Nazioarteko Federazioaren (FITIM) idazkari nagusi Marcello Malentachik etorriko da,n,eus-30-01097119-n
2007,geldiketa,1,geldiketa bikainak egin zituen Athleticeko atezainak,n,eus-30-01079396-n
2008,atseden,6,entrenatzaileak atsedena eman die jokalariei gaurko eta biharko,n,eus-30-01064148-n
2009,atseden,8,atseden gutxi eta erritmo handiko norgehiagoka jokatu zuten,n,eus-30-01063578-n
2010,atseden,2,atseden gutxi eta erritmo handiko norgehiagoka jokatu zuten,n,eus-30-01062997-n
2011,aldarrikapen,4,gaur erabakiko dute garraiolarien aldarrikapenekin bat egiten duten,n,eus-30-01061945-n
2012,eskaera,2,Robinsonek argi erakutsi baitu bera eta bere alderdia ez direla gai izango IRAren etorkizuneko eskaerei aurre egiteko,n,eus-30-01061333-n
2013,bisita,4,"Mubarak Frantzian da bi eguneko bisita ofizialean, eta bertan egin ditu adierazpenak",n,eus-30-01055360-n
2014,eskaintza,2,"Jauna, ogiaren eta ardoaren eskaintza egiten dizugu",n,eus-30-01041349-n
2015,prozesu,1,zirkuitu konbinazionala diseinatzeko prozesua taula definituz hasi behar dugu,n,eus-30-01023820-n
2016,sailkapen,2,ekoizpenen sailkapen hau HEGEHJ taldeak gauzatu du transkribaketak egitean,n,eus-30-01016832-n
2017,sailkapen,1,ekoizpenen sailkapen hau HEGEHJ taldeak gauzatu du transkribaketak egitean,n,eus-30-01012712-n
2018,eraso,13,"azken garaiotan, gerrillari txetxeniarren erasoak ugaldu egin dira",n,eus-30-00980038-n
2019,kontraeraso,1,"aurkaria itotzea da helburua, baloia lapurtu eta kontraerasoan ateratzeko",n,eus-30-00978173-n
2020,eraso,7,"azken garaiotan, gerrillari txetxeniarren erasoak ugaldu egin dira",n,eus-30-00974444-n
2021,gerla,1,"gure herriko burrukariek, aizkora harekin, gerla krudel eta luzeari hasiera emanaz, Enperadorearen soldadoei kontra egiten zieten",n,eus-30-00973077-n
2022,gerra,2,agintariak hitza eman du gerrak suntsitutako guneak berrituko dituela,n,eus-30-00973077-n
2023,eraso,6,"azken garaiotan, gerrillari txetxeniarren erasoak ugaldu egin dira",n,eus-30-00972621-n
2024,kanpaina,2,ejerzitoaren Sardinia eta Italiako kanpainetan parte hartu zuen,n,eus-30-00968155-n
2025,biolentzia,1,Israelek helburu politikoak direla-eta egun hauetako biolentzia bultzatzea leporatu dio PANi,n,eus-30-00965404-n
2026,indarkeria,1,50 bat lagunek Pragako poliziaren indarkeria jasan zuten,n,eus-30-00965404-n
2027,indar,26,"espetxeko zuzendaritzak, ordea, funtzionarioek indarra erabili zutela onartu zuen bere garaian",n,eus-30-00965404-n
2028,bortizkeria,2,ondorioak larriak izango dira Arafatek eteten ez badu bortizkeria,n,eus-30-00965404-n
2029,eraso,5,Molotov koktelez egin diote eraso Oñatiko Guardia Zibilaren kuartelari,n,eus-30-00964569-n
2030,borroka,6,"militar errusiarrek atzo jakinarazi zutenez, Serzhen-Yurt aldean zeuden gerrillarien kontrako borrokak bukatu egin dira",n,eus-30-00964343-n
2031,borroka,5,armadak azkeneko borroka egin zuen Rhonen,n,eus-30-00960851-n
2032,gatazka,7,"gatazka piztu ondoren UNHCR joaten da, Gurutze Gorria eta Mugarik Gabeko Medikuak joaten dira; eta berdin goseteak eta ezbehar naturalak gertatutakoan",n,eus-30-00958896-n
2033,istilu,16,han gertatu ziren istiluak benetako gerra izan zirela agertu zuten atzo Israelgo iturri militarrek,n,eus-30-00958896-n
2034,defentsa,3,Mila milioi dolarretik gorako kontratua Moskuk eta New Delhik defentsa arloan,n,eus-30-00954311-n
2035,bataila,1,"bataila txikiak irabazi diren arren, oraindik ez dugu irabazi gerra",n,eus-30-00953559-n
2036,ekintza,15,Askapen Islamikorako Fronte Moroak ekintza jazo eta berehala zerikusirik ez zuela izan adierazi zuen,n,eus-30-00952963-n
2037,enplegu,3,zure gorputzeko eta zure arimako puxantza guziez enplegu ona egitea,n,eus-30-00947128-n
2038,erabilera,1,"horretarako lesioak ez ezik, auto baten erabilera ez legezkoa eta matrikulen faltsutzea egotzi zion",n,eus-30-00947128-n
2039,industria,1,"EITBk eta Ibaiak hitzarmena sinatu dute Elkarlanaren bidez, ikus-entzunezkoak industria garrantzitsu bihurtzea nahi dute",n,eus-30-00923444-n
2040,kultura,4,"bildutakoa aipatutako kultura-agarretan erein eta inkubatu ondoren, zentimetro karratu batean dauden koloniak zenbatzen dira",n,eus-30-00917759-n
2041,abeltzaintza,1,nekazaritza eta abeltzaintza dira udalerriko ekonomi iharduera nagusiak,n,eus-30-00920062-n
2042,nekazaritza,5,"galduz doan bizimoduari (nekazaritza, artzantza...) lotutako hizkeraren azken aztarnak jaso nahian dihardute euskaltzaleek",n,eus-30-00918820-n
2043,nekazaritza,4,"galduz doan bizimoduari (nekazaritza, artzantza...) lotutako hizkeraren azken aztarnak jaso nahian dihardute euskaltzaleek",n,eus-30-00916464-n
2044,eraikuntza,1,La Navalen etorkizunerako ere onuragarria izango da oso gasontzi hauen eraikuntza,n,eus-30-00911048-n
2045,obra,7,"Itoizko urtegia egiten segituko du, eta gainera pozik agertu da ez dutelako behartu obrak bertan behera uztera",n,eus-30-00911048-n
2046,saio,10,orkestrak astean bi saio egiten ditu kontzertuak prestatzeko,n,eus-30-00897026-n
2047,entrenamendu,2,"gerran garaian granadak eta bonbak bota baitzituzten hondarrera edo itsasora, entrenamendu gisa",n,eus-30-00893955-n
2048,eskola,8,"eskolak amaitu bezain laster, herrira goaz",n,eus-30-00889472-n
2049,behako,1,haren behako urrunean halako nahigabea eta halako oinazea igarri nion,n,eus-30-00878648-n
2050,iritzi,1,"Gorenak ez du horri buruzko iritzirik eman, eta jarraitu beharreko prozedura beste bat dela argudiatu",n,eus-30-00874067-n
2051,negar,1,"amaika negar eta arrantza irakurri genituen espainiar izparringietan, diotela elearekin batera galduko zela puertorricoarren artean orain daukaten espainiartasuna",n,eus-30-00868196-n
2052,haize,4,"babarrunak jan zituela eta, bere haizeekin aspertu gintuen",n,eus-30-00839597-n
2053,haize,3,Txinan mahaian haizea botatzea heziketa onekoa da,n,eus-30-00117578-n
2054,erantzun,2,honek baditu hasieran esan bezala gutxienik bi erantzun neuropsikologiko,n,eus-30-00859001-n
2055,lo,4,"goizaldera, ordea, lo sakon batek harrapatu bide zuen, iratzargailuak jo zuenean",n,eus-30-00858188-n
2056,kontrol,2,"gorputza kontrolpean izatea atsegin dut, eta 400 metroen bukaeran ez daukazu halakorik",n,eus-30-00830448-n
2057,defentsa,2,higienea da gaitzaetatik defendatzeko modurik onena,n,eus-30-00823750-n
2058,babes,2,boluntario horien helburua pertsonei eta ondasunei babesa eta segurtasuna ematea izango da,n,eus-30-00823750-n
2059,ardura,34,aktoreen hautaketa-prozesua ardura handiz egin zen,n,eus-30-00822970-n
2060,babes,1,Batasunaren politikak ingurugiroaren babesa eta ingurune-baldintzen hobekuntza bilduko ditu,n,eus-30-00819024-n
2061,kontrol,1,"Kelme eta Telekom taldeak sarritan agertu ziren tropelburuan, kontrol lanetan batzuetan, edo erritmoa igotzen besteetan",n,eus-30-00803617-n
2062,arrisku,1,"eta, kasu horretan, kutsatuta ez dagoenak ez dauka besteak baino arrisku handiagoa",n,eus-30-00802238-n
2063,kanpaina,4,"Jugoslaviako presidentea eta Legebiltzarra hautatzeko hauteskundeetan, Milosevicek iragarri du Federazioaren lurralde guztietan kanpaina egingo duela",n,eus-30-00799537-n
2064,erreforma,4,alderdi nazionalistek ohartarazi dute ez dutela aldaketarik onartuko RUC Poliziaren erreforman,n,eus-30-00800940-n
2065,kanpaina,1,Jorge Balerdik Papera birziklatzeko kanpainaren emaitzak eman zituen ezagutzera atzo,n,eus-30-00798245-n
2066,maratoi,1,bi mila orduko 'elkarrizketa maratoia' abiatu du Elkarri-k,n,eus-30-00797361-n
2067,abentura,1,"kaixo, ni Ganix naiz eta nire dordokaren abenturak kontatuko dizkizuet",n,eus-30-00796315-n
2068,proba,6,"Athleticeko bazkideen omenez jokatu ohi den partiduan, baina, proba gutxi egin ahal izango ditu zurigorrien entrenatzaileak",n,eus-30-00791078-n
2069,borroka,15,"minutu erdi baino gehiago galdu zuten Astillerorekiko, eta inoiz ez ziren sartu bandera irabazteko borrokan",n,eus-30-00788973-n
2070,saio,12,Europako herrialde aurreratu batzuetan mutikoak eta neskatoak eskolan bananduta hezitzeko saioak berreskuratu egin behar direlakoan daude pedagogo edo hezitzaile batzuk,n,eus-30-00786195-n
2071,ahalegin,2,Gipuzkoako Aldundi Probintzialak 1920-30eko hamarkadan ohiturak idatziz jartzeko egindako ahaleginek ikuspegi aurrerakoi bat dute,n,eus-30-00786195-n
2072,enpresa,1,berak zalantzak ditu beregain hartutako enpresaren osotasunaz,n,eus-30-00796886-n
2073,ekimen,1,ekimen polizialarekin batera aterabide politikoak bilatu behar direla dio Espilondok,n,eus-30-00796886-n
2074,eraso,2,"gazteak, halaber, azaldu zuen Espainiako Poliziek euren kide baten aurkako erasoa egiteagatik atxilotu zutela esaten ziotela",n,eus-30-00767826-n
2075,huts,17,"berauek egiteko unean delitu, huts edo administrazioko arau hauste izan badira",n,eus-30-00770270-n
2076,delitu,1,"epaiak, baina azken bi delituotatik absolbitu egin du",n,eus-30-00766234-n
2077,jarrera,2,antzezleak antzerkia hasteko jarrera egokia hartu zuen,n,eus-30-00755863-n
2078,kalte,2,Pinochetek eskualde honetako herriei egin dien kalte handia modu batean konpontzen hasi da,n,eus-30-00744443-n
2079,kalte,1,lau lagun atxilotu eta desordena publikoaz gain kalteak eragitea egozten diete,n,eus-30-00744131-n
2080,jarduera,5,Hurrengo orrialdean agertzen den taularen antzekoa erabil dezakezu jarduera hau burutzeko,n,eus-30-00729919-n
2081,proiektu,1,"horregatik ikastaroaren hasieratik bertatik ikasle bakoitzari lan bat izendatzen zaio ikastaroak irauten duen denboran egiteko: proiektu bat, programazio bat...",n,eus-30-00728849-n
2082,defentsa,11,miarriztarrek defentsan presio handia egin beharko dute,n,eus-30-00726567-n
2083,defentsa,1,"baloia igotzeko aukera du, defentsa lanetan sendo aritzen da eta erreboteak lortzeko erraztasuna du",n,eus-30-00725673-n
2084,hegal,29,"batez ere hiru jokalari fitxatu nahi ditugu: base bat Javi Rodriguez utzita doa, hegal bat eta pibot bat",n,eus-30-00725383-n
2085,postu,2,"entrenamenduan bere asmoak argi eta garbi utzi zituen: jokalariei garrasi egitea ez zaio gustatzen, baina taldean postu bat nahi badute, gogotik lan egin beharko dute",n,eus-30-00722479-n
2086,leku,2,Casamayoren lekua Arnaldo Mesak beteko du 54 kiloetan,n,eus-30-00721431-n
2087,toki,13,"errioxarraren tokian Asier Olaizola ariko da, eta Oscar Lasa hartu du bikote",n,eus-30-00721431-n
2088,paper,14,"hasiera batean, Sistema Tutore Adimendunen helburua irakaslearen papera betetzea zen",n,eus-30-00720565-n
2089,ebakuntza,1,"begien arazoa baino, orbitena zen eta ez banuen ebakuntza egiten okerrago joanen zen",n,eus-30-00671351-n
2090,errolda,1,Nortasun Agiri Nazionalaren eta euskal herritarren errolda bat egiteko sinadurak biltzeko ekitaldia prestatu dute,n,eus-30-00653388-n
2091,bisita,6,Europako Batzordeko Giza Eskubideen komisarioaren bisita oztopatu izana salatu zuten,n,eus-30-01232842-n
2092,azterketa,1,"Ji-Koori bestalde, azterketa egunak gustatzen zaizkio, lehenago ateratzen direlako eskolatik",n,eus-30-00636461-n
2093,proba,11,"hamabost artista aurkeztu ziren probara Madrilen, eskultura-plaza bakarra eskuratzeko asmotan",n,eus-30-00636461-n
2094,azterketa,24,mundu osoan zehar 2 milioi emakumeri genitalak mozten dizkiotela dio Unicefek eginiko azterketak,n,eus-30-00633864-n
